txn_id,day,customer_id,time_of_day,product,price_shown,bought
27199,26,1743,morning,coffee,6.03,0
27200,26,8707,afternoon,matcha,9.96,0
27201,26,1486,afternoon,muffin,3.3,1
27202,26,9714,morning,croissant,6.89,0
27203,26,7440,afternoon,muffin,3.3,0
27204,26,5430,morning,matcha,9.96,0
27205,26,1790,afternoon,muffin,3.3,0
27206,26,9995,afternoon,croissant,6.89,0
27207,26,9923,afternoon,croissant,6.89,0
27208,26,7607,afternoon,cookie,2.0,0
27209,26,8700,morning,coffee,6.03,0
27210,26,7253,afternoon,cookie,2.0,0
27211,26,1110,afternoon,cookie,2.0,0
27212,26,3273,morning,cookie,2.0,0
27213,26,3478,morning,coffee,6.03,0
27214,26,5260,morning,muffin,3.3,0
27215,26,6286,afternoon,muffin,3.3,0
27216,26,6153,morning,croissant,6.89,0
27217,26,5481,morning,muffin,3.3,0
27218,26,1263,afternoon,matcha,9.96,1
27219,26,4413,morning,cookie,2.0,1
27220,26,853,afternoon,matcha,9.96,0
27221,26,1349,afternoon,matcha,9.96,0
27222,26,8797,afternoon,matcha,9.96,0
27223,26,4963,afternoon,croissant,6.89,0
27224,26,3522,morning,muffin,3.3,0
27225,26,5171,morning,coffee,6.03,0
27226,26,9568,afternoon,cookie,2.0,0
27227,26,4208,morning,coffee,6.03,0
27228,26,5343,morning,muffin,3.3,0
27229,26,1372,morning,cookie,2.0,0
27230,26,9399,morning,muffin,3.3,0
27231,26,296,morning,coffee,6.03,0
27232,26,9133,morning,coffee,6.03,0
27233,26,8524,morning,croissant,6.89,0
27234,26,7530,afternoon,cookie,2.0,1
27235,26,2167,morning,cookie,2.0,0
27236,26,3787,afternoon,matcha,9.96,0
27237,26,1097,morning,coffee,6.03,0
27238,26,974,morning,croissant,6.89,0
27239,26,4807,morning,croissant,6.89,0
27240,26,2892,morning,muffin,3.3,0
27241,26,8915,morning,matcha,9.96,0
27242,26,8057,afternoon,muffin,3.3,1
27243,26,7609,morning,coffee,6.03,0
27244,26,2772,afternoon,cookie,2.0,0
27245,26,5929,afternoon,cookie,2.0,0
27246,26,3396,morning,coffee,6.03,0
27247,26,9299,morning,cookie,2.0,0
27248,26,392,morning,croissant,6.89,0
27249,26,5234,morning,coffee,6.03,0
27250,26,8184,morning,muffin,3.3,0
27251,26,9526,morning,cookie,2.0,0
27252,26,5623,afternoon,croissant,6.89,0
27253,26,8226,afternoon,muffin,3.3,0
27254,26,7409,afternoon,matcha,9.96,0
27255,26,608,morning,muffin,3.3,0
27256,26,302,afternoon,croissant,6.89,0
27257,26,1647,morning,croissant,6.89,0
27258,26,2398,morning,matcha,9.96,0
27259,26,4750,morning,coffee,6.03,0
27260,26,5588,morning,croissant,6.89,0
27261,26,651,morning,muffin,3.3,0
27262,26,4846,morning,cookie,2.0,0
27263,26,9464,afternoon,muffin,3.3,0
27264,26,4738,afternoon,croissant,6.89,0
27265,26,6231,morning,cookie,2.0,0
27266,26,8005,morning,croissant,6.89,0
27267,26,1534,afternoon,matcha,9.96,0
27268,26,5756,morning,muffin,3.3,1
27269,26,9688,morning,coffee,6.03,0
27270,26,4616,morning,matcha,9.96,0
27271,26,1830,afternoon,matcha,9.96,0
27272,26,3856,afternoon,croissant,6.89,0
27273,26,3441,afternoon,croissant,6.89,0
27274,26,9965,morning,muffin,3.3,0
27275,26,9108,afternoon,matcha,9.96,1
27276,26,5324,morning,matcha,9.96,0
27277,26,7418,morning,matcha,9.96,0
27278,26,332,afternoon,croissant,6.89,0
27279,26,9218,morning,matcha,9.96,0
27280,26,9754,afternoon,muffin,3.3,1
27281,26,6763,afternoon,croissant,6.89,0
27282,26,9199,afternoon,muffin,3.3,0
27283,26,5465,afternoon,matcha,9.96,0
27284,26,4668,afternoon,croissant,6.89,0
27285,26,3565,morning,croissant,6.89,0
27286,26,3980,morning,croissant,6.89,0
27287,26,1031,morning,croissant,6.89,0
27288,26,5223,morning,coffee,6.03,0
27289,26,9960,morning,coffee,6.03,0
27290,26,3578,afternoon,cookie,2.0,1
27291,26,9065,morning,cookie,2.0,0
27292,26,7298,morning,coffee,6.03,0
27293,26,2586,morning,croissant,6.89,0
27294,26,4421,morning,coffee,6.03,0
27295,26,8682,morning,coffee,6.03,0
27296,26,4338,morning,croissant,6.89,1
27297,26,7241,morning,croissant,6.89,0
27298,26,6744,morning,muffin,3.3,0
27299,26,7312,afternoon,croissant,6.89,0
27300,26,4815,afternoon,matcha,9.96,1
27301,26,9650,morning,coffee,6.03,0
27302,26,4322,afternoon,cookie,2.0,0
27303,26,9395,afternoon,matcha,9.96,1
27304,26,5399,afternoon,muffin,3.3,0
27305,26,8217,afternoon,muffin,3.3,0
27306,26,2838,afternoon,cookie,2.0,1
27307,26,3891,afternoon,matcha,9.96,0
27308,26,346,morning,cookie,2.0,0
27309,26,3241,morning,muffin,3.3,0
27310,26,8568,morning,coffee,6.03,0
27311,26,4891,morning,matcha,9.96,0
27312,26,9522,afternoon,muffin,3.3,1
27313,26,2748,morning,coffee,6.03,0
27314,26,5092,afternoon,cookie,2.0,1
27315,26,2628,afternoon,matcha,9.96,0
27316,26,8357,morning,croissant,6.89,0
27317,26,7500,afternoon,cookie,2.0,1
27318,26,8451,morning,muffin,3.3,0
27319,26,9729,morning,croissant,6.89,0
27320,26,7073,morning,cookie,2.0,1
27321,26,6435,morning,coffee,6.03,0
27322,26,4907,morning,croissant,6.89,0
27323,26,3942,afternoon,matcha,9.96,0
27324,26,9530,afternoon,coffee,6.03,0
27325,26,6698,afternoon,croissant,6.89,0
27326,26,2995,morning,croissant,6.89,0
27327,26,8077,morning,cookie,2.0,0
27328,26,4108,morning,muffin,3.3,0
27329,26,708,morning,muffin,3.3,0
27330,26,8265,morning,coffee,6.03,1
27331,26,5083,afternoon,coffee,6.03,0
27332,26,3931,afternoon,cookie,2.0,1
27333,26,4276,morning,matcha,9.96,0
27334,26,4940,afternoon,cookie,2.0,1
27335,26,5502,morning,coffee,6.03,0
27336,26,2222,morning,matcha,9.96,0
27337,26,5311,afternoon,croissant,6.89,1
27338,26,7724,morning,coffee,6.03,0
27339,26,9936,morning,matcha,9.96,0
27340,26,1954,morning,muffin,3.3,1
27341,26,7910,afternoon,muffin,3.3,0
27342,26,9385,morning,matcha,9.96,0
27343,26,7752,afternoon,matcha,9.96,0
27344,26,4275,morning,croissant,6.89,0
27345,26,5738,morning,croissant,6.89,0
27346,26,7309,afternoon,muffin,3.3,0
27347,26,4902,morning,croissant,6.89,1
27348,26,4604,morning,muffin,3.3,1
27349,26,8730,afternoon,muffin,3.3,0
27350,26,9643,morning,matcha,9.96,0
27351,26,9516,morning,cookie,2.0,0
27352,26,9492,morning,croissant,6.89,0
27353,26,343,morning,muffin,3.3,0
27354,26,6045,afternoon,croissant,6.89,1
27355,26,4234,morning,croissant,6.89,0
27356,26,3887,morning,coffee,6.03,0
27357,26,4873,afternoon,matcha,9.96,0
27358,26,9617,afternoon,muffin,3.3,0
27359,26,4693,morning,croissant,6.89,0
27360,26,1376,afternoon,croissant,6.89,0
27361,26,6586,morning,coffee,6.03,1
27362,26,4967,morning,croissant,6.89,0
27363,26,7045,morning,cookie,2.0,0
27364,26,3812,morning,cookie,2.0,0
27365,26,3778,morning,muffin,3.3,0
27366,26,7456,morning,matcha,9.96,0
27367,26,3224,morning,coffee,6.03,1
27368,26,8097,morning,coffee,6.03,1
27369,26,4099,afternoon,cookie,2.0,0
27370,26,9080,morning,cookie,2.0,1
27371,26,314,morning,coffee,6.03,0
27372,26,9546,morning,cookie,2.0,0
27373,26,5969,afternoon,croissant,6.89,0
27374,26,3640,afternoon,coffee,6.03,1
27375,26,2282,morning,coffee,6.03,0
27376,26,4971,afternoon,matcha,9.96,0
27377,26,3943,afternoon,matcha,9.96,0
27378,26,7782,morning,coffee,6.03,0
27379,26,1284,morning,coffee,6.03,1
27380,26,4030,morning,matcha,9.96,0
27381,26,6109,morning,coffee,6.03,0
27382,26,1975,afternoon,cookie,2.0,0
27383,26,5284,afternoon,matcha,9.96,1
27384,26,5744,morning,coffee,6.03,0
27385,26,5852,morning,coffee,6.03,0
27386,27,9122,morning,coffee,3.62,1
27387,27,2314,morning,coffee,3.62,1
27388,27,1396,morning,croissant,4.91,0
27389,27,4820,morning,muffin,4.32,0
27390,27,7214,morning,coffee,3.62,0
27391,27,2571,afternoon,muffin,4.32,0
27392,27,6469,afternoon,coffee,3.62,0
27393,27,6089,morning,croissant,4.91,1
27394,27,9673,morning,coffee,3.62,0
27395,27,103,morning,matcha,7.74,0
27396,27,5838,morning,muffin,4.32,0
27397,27,447,afternoon,muffin,4.32,1
27398,27,7369,afternoon,muffin,4.32,0
27399,27,3960,morning,coffee,3.62,1
27400,27,6885,afternoon,cookie,2.15,0
27401,27,8719,afternoon,cookie,2.15,0
27402,27,9788,morning,croissant,4.91,0
27403,27,1506,morning,muffin,4.32,0
27404,27,390,morning,croissant,4.91,0
27405,27,7524,morning,croissant,4.91,0
27406,27,1237,morning,coffee,3.62,1
27407,27,3940,morning,cookie,2.15,0
27408,27,5608,morning,cookie,2.15,0
27409,27,1268,afternoon,coffee,3.62,0
27410,27,4842,morning,croissant,4.91,1
27411,27,8753,afternoon,matcha,7.74,1
27412,27,9977,morning,croissant,4.91,1
27413,27,9851,morning,cookie,2.15,0
27414,27,7164,morning,coffee,3.62,0
27415,27,865,morning,coffee,3.62,0
27416,27,2773,afternoon,cookie,2.15,0
27417,27,9606,morning,cookie,2.15,0
27418,27,9170,afternoon,cookie,2.15,0
27419,27,7021,morning,matcha,7.74,1
27420,27,613,morning,croissant,4.91,0
27421,27,2242,afternoon,coffee,3.62,0
27422,27,8438,morning,coffee,3.62,0
27423,27,5204,afternoon,croissant,4.91,0
27424,27,8416,morning,croissant,4.91,0
27425,27,2856,afternoon,cookie,2.15,0
27426,27,5905,morning,muffin,4.32,0
27427,27,2505,afternoon,croissant,4.91,1
27428,27,1328,morning,croissant,4.91,0
27429,27,3210,morning,croissant,4.91,0
27430,27,44,afternoon,muffin,4.32,0
27431,27,8879,morning,matcha,7.74,0
27432,27,9962,morning,cookie,2.15,1
27433,27,9322,morning,coffee,3.62,1
27434,27,6525,morning,cookie,2.15,0
27435,27,423,afternoon,matcha,7.74,0
27436,27,1029,afternoon,coffee,3.62,0
27437,27,9996,morning,croissant,4.91,0
27438,27,1196,afternoon,matcha,7.74,0
27439,27,7057,afternoon,croissant,4.91,0
27440,27,7033,afternoon,muffin,4.32,0
27441,27,4165,morning,coffee,3.62,0
27442,27,2966,morning,muffin,4.32,0
27443,27,2268,afternoon,cookie,2.15,0
27444,27,6903,afternoon,matcha,7.74,0
27445,27,9986,morning,coffee,3.62,1
27446,27,3074,afternoon,matcha,7.74,0
27447,27,2231,morning,coffee,3.62,0
27448,27,8935,morning,matcha,7.74,0
27449,27,4720,afternoon,cookie,2.15,0
27450,27,8726,afternoon,matcha,7.74,0
27451,27,5845,morning,coffee,3.62,1
27452,27,4132,morning,croissant,4.91,1
27453,27,9327,afternoon,croissant,4.91,0
27454,27,215,afternoon,cookie,2.15,0
27455,27,1022,morning,croissant,4.91,1
27456,27,3053,morning,coffee,3.62,0
27457,27,4536,afternoon,croissant,4.91,0
27458,27,1564,afternoon,matcha,7.74,1
27459,27,1183,morning,coffee,3.62,1
27460,27,17,morning,matcha,7.74,0
27461,27,135,morning,coffee,3.62,1
27462,27,5818,afternoon,muffin,4.32,0
27463,27,398,morning,coffee,3.62,1
27464,27,1032,morning,coffee,3.62,0
27465,27,617,afternoon,croissant,4.91,0
27466,27,1962,morning,matcha,7.74,1
27467,27,3716,afternoon,croissant,4.91,1
27468,27,2747,afternoon,matcha,7.74,1
27469,27,1025,afternoon,cookie,2.15,0
27470,27,2887,morning,muffin,4.32,0
27471,27,207,morning,coffee,3.62,0
27472,27,6886,afternoon,muffin,4.32,0
27473,27,9154,morning,croissant,4.91,0
27474,27,9086,morning,cookie,2.15,1
27475,27,200,afternoon,croissant,4.91,0
27476,27,929,morning,coffee,3.62,0
27477,27,8105,afternoon,matcha,7.74,1
27478,27,9194,morning,cookie,2.15,0
27479,27,7120,morning,croissant,4.91,0
27480,27,8190,afternoon,muffin,4.32,0
27481,27,2460,morning,muffin,4.32,0
27482,27,4782,afternoon,coffee,3.62,1
27483,27,3808,afternoon,cookie,2.15,0
27484,27,8845,morning,coffee,3.62,1
27485,27,2394,afternoon,coffee,3.62,0
27486,27,9015,afternoon,matcha,7.74,0
27487,27,1967,morning,muffin,4.32,0
27488,27,2974,morning,croissant,4.91,0
27489,27,8844,morning,croissant,4.91,0
27490,27,6204,morning,matcha,7.74,0
27491,27,9575,afternoon,croissant,4.91,0
27492,27,7281,afternoon,coffee,3.62,0
27493,27,3108,morning,coffee,3.62,0
27494,27,61,morning,cookie,2.15,1
27495,27,719,afternoon,croissant,4.91,0
27496,27,1896,morning,coffee,3.62,1
27497,27,4458,afternoon,coffee,3.62,0
27498,27,8116,afternoon,coffee,3.62,0
27499,27,9524,morning,coffee,3.62,0
27500,27,1618,afternoon,matcha,7.74,0
27501,27,1960,morning,croissant,4.91,0
27502,27,3599,morning,cookie,2.15,0
27503,27,8823,afternoon,matcha,7.74,0
27504,27,8692,morning,coffee,3.62,1
27505,27,4558,afternoon,muffin,4.32,0
27506,27,7583,morning,coffee,3.62,1
27507,27,592,morning,matcha,7.74,0
27508,27,3122,afternoon,cookie,2.15,1
27509,27,6965,morning,coffee,3.62,1
27510,27,661,morning,matcha,7.74,0
27511,27,3976,morning,matcha,7.74,0
27512,27,689,morning,muffin,4.32,0
27513,27,95,afternoon,muffin,4.32,0
27514,27,4696,afternoon,cookie,2.15,0
27515,27,5314,morning,muffin,4.32,0
27516,27,2415,morning,matcha,7.74,0
27517,27,2653,morning,muffin,4.32,0
27518,27,5755,morning,cookie,2.15,0
27519,27,5478,afternoon,cookie,2.15,0
27520,27,2827,afternoon,cookie,2.15,1
27521,27,706,morning,muffin,4.32,0
27522,27,6422,morning,cookie,2.15,0
27523,27,8750,afternoon,croissant,4.91,0
27524,27,6523,afternoon,cookie,2.15,0
27525,27,7757,morning,matcha,7.74,1
27526,27,8300,afternoon,cookie,2.15,1
27527,27,6781,morning,matcha,7.74,0
27528,27,3000,morning,coffee,3.62,0
27529,27,6737,morning,croissant,4.91,0
27530,27,9309,morning,coffee,3.62,0
27531,27,1661,morning,coffee,3.62,1
27532,27,1684,morning,matcha,7.74,0
27533,27,8840,afternoon,croissant,4.91,0
27534,27,6313,morning,cookie,2.15,0
27535,27,5635,morning,coffee,3.62,1
27536,27,2642,morning,cookie,2.15,1
27537,27,2276,afternoon,muffin,4.32,0
27538,27,2015,morning,croissant,4.91,0
27539,27,3280,morning,cookie,2.15,0
27540,27,6683,afternoon,coffee,3.62,1
27541,27,3051,morning,coffee,3.62,1
27542,27,907,morning,coffee,3.62,1
27543,27,1210,morning,coffee,3.62,0
27544,27,7477,afternoon,matcha,7.74,1
27545,27,1224,morning,coffee,3.62,1
27546,27,8197,morning,coffee,3.62,1
27547,27,7292,morning,coffee,3.62,0
27548,27,3972,morning,muffin,4.32,1
27549,27,895,afternoon,matcha,7.74,1
27550,27,8548,morning,muffin,4.32,0
27551,27,4722,morning,coffee,3.62,0
27552,27,1528,morning,muffin,4.32,0
27553,27,8187,morning,coffee,3.62,0
27554,27,7126,afternoon,matcha,7.74,0
27555,27,6665,afternoon,matcha,7.74,0
27556,27,4700,afternoon,muffin,4.32,0
27557,27,5785,morning,muffin,4.32,0
27558,27,3009,afternoon,croissant,4.91,0
27559,27,3806,afternoon,matcha,7.74,0
27560,27,4598,morning,cookie,2.15,0
27561,27,1221,morning,croissant,4.91,0
27562,27,852,afternoon,coffee,3.62,0
27563,27,5228,morning,coffee,3.62,0
27564,27,3878,morning,croissant,4.91,1
27565,27,5574,afternoon,matcha,7.74,0
27566,27,2845,afternoon,matcha,7.74,0
27567,27,4135,afternoon,matcha,7.74,0
27568,27,4674,morning,croissant,4.91,0
27569,27,2002,morning,coffee,3.62,1
27570,27,9893,morning,muffin,4.32,0
27571,27,8901,morning,muffin,4.32,0
27572,27,9954,morning,croissant,4.91,0
27573,27,6249,morning,croissant,4.91,1
27574,27,4790,afternoon,cookie,2.15,0
27575,27,2608,afternoon,cookie,2.15,0
27576,27,949,morning,muffin,4.32,0
27577,27,7759,afternoon,coffee,3.62,0
27578,27,9736,morning,croissant,4.91,0
27579,27,3797,morning,cookie,2.15,0
27580,27,1802,morning,matcha,7.74,1
27581,27,6354,morning,coffee,3.62,0
27582,27,6241,morning,muffin,4.32,0
27583,27,951,morning,coffee,3.62,1
27584,27,6693,afternoon,coffee,3.62,0
27585,27,5447,afternoon,coffee,3.62,0
27586,27,3193,morning,coffee,3.62,0
27587,27,4794,morning,croissant,4.91,0
27588,27,5892,morning,coffee,3.62,0
27589,27,7095,morning,muffin,4.32,0
27590,27,7749,afternoon,cookie,2.15,1
27591,27,8771,morning,matcha,7.74,0
27592,27,85,morning,croissant,4.91,1
27593,27,6699,morning,croissant,4.91,0
27594,27,726,afternoon,muffin,4.32,1
27595,27,7862,afternoon,muffin,4.32,0
27596,27,9286,morning,muffin,4.32,0
27597,27,4947,morning,muffin,4.32,0
27598,27,4875,morning,muffin,4.32,0
27599,27,5023,morning,muffin,4.32,1
27600,27,7821,afternoon,cookie,2.15,1
27601,27,5102,morning,matcha,7.74,0
27602,27,2863,morning,muffin,4.32,0
27603,27,7619,morning,muffin,4.32,0
27604,27,5889,afternoon,matcha,7.74,0
27605,27,5935,morning,croissant,4.91,0
27606,27,318,morning,croissant,4.91,0
27607,27,7111,morning,muffin,4.32,0
27608,27,8640,afternoon,muffin,4.32,0
27609,27,4726,afternoon,muffin,4.32,0
27610,27,4160,afternoon,muffin,4.32,0
27611,27,753,afternoon,coffee,3.62,0
27612,27,5418,afternoon,muffin,4.32,0
27613,27,1738,afternoon,cookie,2.15,0
27614,27,9792,afternoon,matcha,7.74,1
27615,27,7602,afternoon,croissant,4.91,0
27616,27,1074,afternoon,matcha,7.74,0
27617,27,4554,afternoon,cookie,2.15,0
27618,27,846,morning,coffee,3.62,1
27619,27,3605,morning,croissant,4.91,0
27620,27,7414,morning,muffin,4.32,0
27621,27,5807,morning,coffee,3.62,1
27622,27,9911,afternoon,matcha,7.74,1
27623,27,5917,morning,matcha,7.74,0
27624,27,8191,morning,cookie,2.15,1
27625,27,326,morning,coffee,3.62,0
27626,27,6374,afternoon,muffin,4.32,0
27627,27,7548,morning,croissant,4.91,0
27628,27,5592,morning,muffin,4.32,1
27629,27,7376,afternoon,matcha,7.74,1
27630,27,1321,afternoon,matcha,7.74,1
27631,27,2455,afternoon,croissant,4.91,0
27632,27,5048,morning,coffee,3.62,1
27633,27,3521,afternoon,coffee,3.62,0
27634,27,4435,morning,coffee,3.62,1
27635,27,3083,afternoon,cookie,2.15,0
27636,27,7112,afternoon,muffin,4.32,1
27637,27,8483,afternoon,cookie,2.15,1
27638,27,8267,afternoon,cookie,2.15,1
27639,27,8595,morning,cookie,2.15,0
27640,27,965,morning,croissant,4.91,1
27641,27,4116,afternoon,matcha,7.74,0
27642,27,7472,afternoon,muffin,4.32,0
27643,27,7431,afternoon,cookie,2.15,1
27644,27,2961,morning,croissant,4.91,0
27645,27,1009,afternoon,coffee,3.62,0
27646,27,4628,morning,coffee,3.62,0
27647,27,7525,afternoon,muffin,4.32,0
27648,27,4740,morning,croissant,4.91,1
27649,27,2660,afternoon,croissant,4.91,1
27650,27,4404,morning,matcha,7.74,0
27651,27,9884,morning,croissant,4.91,0
27652,27,2673,morning,muffin,4.32,0
27653,27,3615,morning,coffee,3.62,1
27654,27,1105,morning,muffin,4.32,0
27655,27,6016,morning,muffin,4.32,0
27656,27,9064,afternoon,cookie,2.15,0
27657,27,739,afternoon,cookie,2.15,0
27658,27,8108,afternoon,matcha,7.74,0
27659,27,1401,afternoon,coffee,3.62,0
27660,27,2649,morning,coffee,3.62,0
27661,27,1760,morning,croissant,4.91,0
27662,27,3432,morning,coffee,3.62,0
27663,27,1145,afternoon,croissant,4.91,0
27664,27,955,afternoon,cookie,2.15,1
27665,27,1926,morning,croissant,4.91,0
27666,27,7899,afternoon,coffee,3.62,0
27667,27,3414,morning,coffee,3.62,0
27668,27,6125,afternoon,croissant,4.91,0
27669,27,2732,morning,muffin,4.32,0
27670,27,8150,morning,coffee,3.62,1
27671,27,6019,morning,matcha,7.74,0
27672,27,511,afternoon,croissant,4.91,0
27673,27,1751,morning,muffin,4.32,0
27674,27,9964,afternoon,cookie,2.15,0
27675,27,8581,afternoon,cookie,2.15,0
27676,27,1338,afternoon,cookie,2.15,0
27677,27,3938,morning,coffee,3.62,0
27678,27,6160,afternoon,croissant,4.91,0
27679,27,8787,afternoon,coffee,3.62,1
27680,27,8760,morning,matcha,7.74,0
27681,27,8804,morning,croissant,4.91,0
27682,27,5452,morning,coffee,3.62,0
27683,27,1,afternoon,cookie,2.15,1
27684,27,1779,afternoon,cookie,2.15,0
27685,27,5004,afternoon,croissant,4.91,0
27686,27,4856,afternoon,cookie,2.15,1
27687,27,4839,morning,muffin,4.32,0
27688,27,2643,afternoon,croissant,4.91,0
27689,27,4290,morning,muffin,4.32,0
27690,27,6174,morning,croissant,4.91,0
27691,27,2436,morning,croissant,4.91,1
27692,27,6002,morning,coffee,3.62,1
27693,27,2497,afternoon,croissant,4.91,0
27694,27,3523,afternoon,muffin,4.32,0
27695,27,8514,morning,cookie,2.15,0
27696,27,2679,afternoon,croissant,4.91,0
27697,27,7096,afternoon,matcha,7.74,0
27698,27,337,afternoon,croissant,4.91,1
27699,27,6554,afternoon,muffin,4.32,1
27700,27,936,morning,muffin,4.32,0
27701,27,7004,morning,croissant,4.91,0
27702,27,4016,afternoon,cookie,2.15,0
27703,27,4332,afternoon,matcha,7.74,1
27704,27,2807,afternoon,matcha,7.74,0
27705,27,2402,afternoon,muffin,4.32,0
27706,27,6923,morning,coffee,3.62,1
27707,27,3321,afternoon,croissant,4.91,0
27708,27,2510,morning,croissant,4.91,0
27709,27,5030,afternoon,cookie,2.15,1
27710,27,894,afternoon,coffee,3.62,0
27711,27,5736,afternoon,cookie,2.15,0
27712,27,1663,afternoon,muffin,4.32,0
27713,27,7626,afternoon,coffee,3.62,0
27714,27,9525,morning,coffee,3.62,1
27715,27,7797,morning,coffee,3.62,0
27716,27,1178,morning,coffee,3.62,1
27717,27,7751,morning,coffee,3.62,1
27718,27,9560,afternoon,muffin,4.32,0
27719,27,3388,morning,croissant,4.91,0
27720,27,2305,afternoon,muffin,4.32,0
27721,27,7234,afternoon,cookie,2.15,0
27722,27,6879,afternoon,croissant,4.91,0
27723,27,7807,morning,muffin,4.32,0
27724,27,77,morning,muffin,4.32,0
27725,27,6013,morning,cookie,2.15,0
27726,27,9874,morning,coffee,3.62,1
27727,27,3016,morning,croissant,4.91,1
27728,27,403,morning,coffee,3.62,0
27729,27,7186,morning,matcha,7.74,0
27730,27,3861,afternoon,matcha,7.74,1
27731,27,6269,afternoon,cookie,2.15,0
27732,27,7483,morning,coffee,3.62,1
27733,27,153,morning,croissant,4.91,0
27734,27,7574,afternoon,matcha,7.74,1
27735,27,3255,morning,coffee,3.62,0
27736,27,9147,afternoon,matcha,7.74,1
27737,27,110,morning,muffin,4.32,0
27738,27,400,morning,croissant,4.91,0
27739,27,3022,morning,muffin,4.32,0
27740,27,7059,morning,coffee,3.62,1
27741,27,8790,morning,coffee,3.62,1
27742,27,3814,afternoon,croissant,4.91,0
27743,27,1300,morning,coffee,3.62,0
27744,27,6066,afternoon,matcha,7.74,1
27745,27,2226,morning,matcha,7.74,0
27746,27,2577,afternoon,croissant,4.91,0
27747,27,4441,afternoon,croissant,4.91,1
27748,27,2184,afternoon,muffin,4.32,0
27749,27,1559,afternoon,croissant,4.91,0
27750,27,6048,morning,coffee,3.62,0
27751,27,5523,afternoon,croissant,4.91,0
27752,27,1795,afternoon,matcha,7.74,0
27753,27,4878,afternoon,croissant,4.91,1
27754,27,8703,morning,muffin,4.32,0
27755,27,8292,afternoon,matcha,7.74,1
27756,27,6458,morning,matcha,7.74,0
27757,27,7570,afternoon,matcha,7.74,1
27758,27,9101,morning,muffin,4.32,0
27759,27,9933,morning,croissant,4.91,0
27760,27,2117,morning,matcha,7.74,0
27761,27,6181,afternoon,cookie,2.15,1
27762,27,992,morning,croissant,4.91,0
27763,27,8574,afternoon,cookie,2.15,0
27764,27,7392,afternoon,matcha,7.74,1
27765,27,4365,morning,coffee,3.62,1
27766,27,6605,morning,croissant,4.91,1
27767,27,5548,afternoon,coffee,3.62,1
27768,27,5108,morning,cookie,2.15,0
27769,27,4312,afternoon,muffin,4.32,0
27770,27,5826,afternoon,croissant,4.91,0
27771,27,1625,morning,coffee,3.62,1
27772,27,6750,morning,muffin,4.32,0
27773,27,8891,morning,muffin,4.32,0
27774,27,8082,afternoon,muffin,4.32,0
27775,27,4204,morning,cookie,2.15,0
27776,27,2274,morning,matcha,7.74,0
27777,27,1811,morning,cookie,2.15,0
27778,27,1499,afternoon,muffin,4.32,0
27779,27,9552,morning,cookie,2.15,0
27780,27,6302,morning,coffee,3.62,1
27781,27,75,morning,muffin,4.32,0
27782,27,7443,morning,cookie,2.15,0
27783,27,1397,afternoon,coffee,3.62,0
27784,27,2097,morning,muffin,4.32,0
27785,27,5848,afternoon,matcha,7.74,1
27786,27,2612,afternoon,cookie,2.15,1
27787,27,4746,afternoon,coffee,3.62,1
27788,27,7979,morning,coffee,3.62,1
27789,27,1902,afternoon,matcha,7.74,0
27790,27,1852,afternoon,muffin,4.32,0
27791,27,818,afternoon,croissant,4.91,0
27792,27,5661,afternoon,muffin,4.32,0
27793,27,8647,afternoon,muffin,4.32,0
27794,27,9026,afternoon,muffin,4.32,0
27795,27,6753,afternoon,cookie,2.15,0
27796,27,4771,morning,muffin,4.32,1
27797,27,6047,afternoon,muffin,4.32,0
27798,27,2135,morning,croissant,4.91,0
27799,27,9294,morning,coffee,3.62,0
27800,27,4397,afternoon,cookie,2.15,1
27801,27,1624,morning,coffee,3.62,1
27802,27,2037,afternoon,matcha,7.74,0
27803,27,2677,afternoon,croissant,4.91,1
27804,27,6610,afternoon,coffee,3.62,0
27805,27,2731,afternoon,muffin,4.32,0
27806,27,7400,morning,croissant,4.91,0
27807,27,8775,morning,coffee,3.62,0
27808,27,7534,morning,matcha,7.74,0
27809,27,7921,afternoon,muffin,4.32,0
27810,27,3427,morning,croissant,4.91,0
27811,27,4147,morning,croissant,4.91,0
27812,27,8131,morning,croissant,4.91,0
27813,27,5067,morning,croissant,4.91,0
27814,27,9388,morning,croissant,4.91,0
27815,27,8180,afternoon,muffin,4.32,0
27816,27,7628,morning,coffee,3.62,1
27817,27,9396,morning,coffee,3.62,0
27818,27,5691,morning,croissant,4.91,1
27819,27,2122,afternoon,coffee,3.62,0
27820,27,2506,morning,muffin,4.32,0
27821,27,9295,afternoon,croissant,4.91,0
27822,27,8052,afternoon,cookie,2.15,0
27823,27,480,morning,coffee,3.62,0
27824,27,8119,afternoon,matcha,7.74,0
27825,27,2875,afternoon,matcha,7.74,0
27826,27,7632,morning,coffee,3.62,0
27827,27,9139,afternoon,cookie,2.15,0
27828,27,5394,afternoon,croissant,4.91,0
27829,27,498,morning,muffin,4.32,0
27830,27,8615,morning,coffee,3.62,0
27831,27,4912,afternoon,cookie,2.15,0
27832,27,1471,afternoon,cookie,2.15,0
27833,27,1355,morning,coffee,3.62,0
27834,27,2413,morning,coffee,3.62,0
27835,27,9982,morning,matcha,7.74,0
27836,27,1167,afternoon,cookie,2.15,0
27837,27,4212,morning,muffin,4.32,1
27838,27,4625,afternoon,coffee,3.62,0
27839,27,4241,morning,coffee,3.62,1
27840,27,7371,morning,coffee,3.62,0
